INFO:root:round 0	 loss: 22.900	 reward1: 0.25	 reward2: 2.00	 value: 7.190	 pos_reward_ct: 0
INFO:root:round 1	 loss: 19.764	 reward1: 0.50	 reward2: 3.00	 value: 8.037	 pos_reward_ct: 0
INFO:root:round 2	 loss: 19.154	 reward1: 1.00	 reward2: 1.00	 value: 9.274	 pos_reward_ct: 0
INFO:root:round 3	 loss: 17.183	 reward1: 0.50	 reward2: 4.00	 value: 10.128	 pos_reward_ct: 0
INFO:root:round 4	 loss: 16.944	 reward1: 1.00	 reward2: 2.00	 value: 11.318	 pos_reward_ct: 0
INFO:root:round 5	 loss: 14.372	 reward1: 0.25	 reward2: 0.00	 value: 12.531	 pos_reward_ct: 0
INFO:root:round 6	 loss: 12.279	 reward1: 0.50	 reward2: 0.00	 value: 13.320	 pos_reward_ct: 0
INFO:root:round 7	 loss: 11.851	 reward1: 0.50	 reward2: 3.00	 value: 14.750	 pos_reward_ct: 0
INFO:root:round 8	 loss: 10.304	 reward1: 0.75	 reward2: 1.00	 value: 15.848	 pos_reward_ct: 0
INFO:root:round 9	 loss: 9.520	 reward1: 0.75	 reward2: 1.00	 value: 16.940	 pos_reward_ct: 0
INFO:root:round 10	 loss: 9.193	 reward1: 1.00	 reward2: 4.00	 value: 18.161	 pos_reward_ct: 0
INFO:root:round 11	 loss: 7.877	 reward1: 0.25	 reward2: 5.00	 value: 19.633	 pos_reward_ct: 0
INFO:root:round 12	 loss: 7.676	 reward1: 0.75	 reward2: 0.00	 value: 20.626	 pos_reward_ct: 0
INFO:root:round 13	 loss: 7.067	 reward1: 0.75	 reward2: 1.00	 value: 22.199	 pos_reward_ct: 0
INFO:root:round 14	 loss: 6.544	 reward1: 1.00	 reward2: 0.00	 value: 23.632	 pos_reward_ct: 0
INFO:root:round 15	 loss: 5.872	 reward1: 1.00	 reward2: 4.00	 value: 24.958	 pos_reward_ct: 0
INFO:root:round 16	 loss: 5.639	 reward1: 0.50	 reward2: 3.00	 value: 26.265	 pos_reward_ct: 0
INFO:root:round 17	 loss: 5.322	 reward1: 0.50	 reward2: 0.00	 value: 27.712	 pos_reward_ct: 0
INFO:root:round 18	 loss: 4.926	 reward1: 1.25	 reward2: 3.00	 value: 29.075	 pos_reward_ct: 0
INFO:root:round 19	 loss: 4.636	 reward1: 0.50	 reward2: 0.00	 value: 30.894	 pos_reward_ct: 0
INFO:root:round 20	 loss: 4.383	 reward1: 0.00	 reward2: 2.00	 value: 32.380	 pos_reward_ct: 0
INFO:root:round 21	 loss: 4.389	 reward1: 0.50	 reward2: 0.00	 value: 34.246	 pos_reward_ct: 0
INFO:root:round 22	 loss: 4.478	 reward1: 0.50	 reward2: 0.00	 value: 36.056	 pos_reward_ct: 0
INFO:root:round 23	 loss: 4.401	 reward1: 0.25	 reward2: 0.00	 value: 37.363	 pos_reward_ct: 0
INFO:root:round 24	 loss: 4.435	 reward1: 0.25	 reward2: 3.00	 value: 39.394	 pos_reward_ct: 0
INFO:root:round 25	 loss: 4.508	 reward1: 0.50	 reward2: 2.00	 value: 41.599	 pos_reward_ct: 0
INFO:root:round 26	 loss: 4.589	 reward1: 0.75	 reward2: 2.00	 value: 43.496	 pos_reward_ct: 0
INFO:root:round 27	 loss: 4.871	 reward1: 0.25	 reward2: 1.00	 value: 45.655	 pos_reward_ct: 0
INFO:root:round 28	 loss: 4.995	 reward1: 0.75	 reward2: 2.00	 value: 47.954	 pos_reward_ct: 0
INFO:root:round 29	 loss: 4.979	 reward1: 1.25	 reward2: 0.00	 value: 50.325	 pos_reward_ct: 0
INFO:root:round 30	 loss: 5.412	 reward1: 0.50	 reward2: 2.00	 value: 52.889	 pos_reward_ct: 0
INFO:root:round 31	 loss: 6.058	 reward1: 0.25	 reward2: 1.00	 value: 54.989	 pos_reward_ct: 0
INFO:root:round 32	 loss: 6.400	 reward1: 0.50	 reward2: 2.00	 value: 58.145	 pos_reward_ct: 0
INFO:root:round 33	 loss: 6.607	 reward1: 0.75	 reward2: 2.00	 value: 61.323	 pos_reward_ct: 0
INFO:root:round 34	 loss: 7.359	 reward1: 0.75	 reward2: 1.00	 value: 62.876	 pos_reward_ct: 0
INFO:root:round 35	 loss: 7.529	 reward1: 0.25	 reward2: 1.00	 value: 64.753	 pos_reward_ct: 0
